time,crime
9/27/2019,ARSON-KNOWINGLY BURNING/SUCCESS
9/27/2019,"LARCENY-BICYCLES $500 - $24,999"
9/27/2019,LARCENY-SHOPLIFT UNDER $500
9/27/2019,LEAVING SCENE OF ACCIDENT
9/27/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
9/27/2019,AUTO THEFT-PERM RETNT/JOY RIDE
9/27/2019,AUTO THEFT-PERM RETNT/JOY RIDE
9/27/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
9/27/2019,FRAUD-STEALING BY DECEIT/UNDER $150
9/27/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/27/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/27/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/27/2019,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC
9/27/2019,LEAVING SCENE OF ACCIDENT
9/27/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
9/27/2019,LEAVING SCENE OF ACCIDENT
9/27/2019,LARCENY-FROM MTR VEH UNDER $500
9/27/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/27/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/27/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/27/2019,LEAVING SCENE OF ACCIDENT
9/27/2019,LEAVING SCENE OF ACCIDENT
9/27/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/27/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,ROBBERY-HIGHWAY  /STRNGARM/INJURY/SUCCESS
9/28/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/28/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/28/2019,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY
9/28/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/28/2019,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/28/2019,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED
9/28/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/28/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/28/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
9/28/2019,DUI-DRVING WHILE INTOXICATED
9/28/2019,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY
9/28/2019,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY
9/28/2019,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY
9/28/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LARCENY-MTR VEH PARTS UNDER $500
9/28/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/28/2019,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LARCENY-FROM MTR VEH UNDER $500
9/28/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
9/28/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
9/28/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
9/28/2019,LARCENY-ALL OTHER UNDER $500
9/28/2019,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
9/28/2019,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL
9/28/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE
9/28/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/28/2019,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED
9/28/2019,LARCENY-ALL OTHER UNDER $500
9/28/2019,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY
9/28/2019,"LARCENY-ALL OTHER $500 - $24,999"
9/28/2019,LARCENY-SHOPLIFT UNDER $500
9/28/2019,LARCENY-FROM MTR VEH UNDER $500
9/28/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
9/28/2019,LARCENY-BICYCLES UNDER $500
9/28/2019,"LARCENY-MTR VEH PARTS $500 - $24,999"
9/28/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/28/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/28/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/28/2019,"LARCENY-ALL OTHER $500 - $24,999"
9/28/2019,ASSLT-AGGRAV-FIREARM-2ND-ADULT-DOMESTIC
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,PUBLIC ORDER-TRESPASSING
9/28/2019,OBSTRUCT GOVRN OP-FALSE REPORT
9/28/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/28/2019,LARCENY-SHOPLIFT UNDER $500
9/28/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
9/28/2019,LARCENY-MTR VEH PARTS UNDER $500
9/28/2019,LARCENY-FROM MTR VEH UNDER $500
9/28/2019,LARCENY-MTR VEH PARTS UNDER $500
9/28/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
9/28/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/28/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/28/2019,LARCENY-MTR VEH PARTS UNDER $500
9/28/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL
9/28/2019,LARCENY-MTR VEH PARTS UNDER $500
9/28/2019,LARCENY-ALL OTHER UNDER $500
9/28/2019,LARCENY-FROM MTR VEH UNDER $500
9/28/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
9/28/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/28/2019,"LARCENY-MTR VEH PARTS $500 - $24,999"
9/28/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE
9/28/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE
9/28/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
9/28/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LARCENY-FROM MTR VEH UNDER $500
9/28/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
9/28/2019,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE
9/28/2019,PUBLIC ORDER-TRESPASSING
9/28/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/28/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
9/28/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LARCENY-SHOPLIFT UNDER $500
9/28/2019,HOMICIDE
9/28/2019,LARCENY-SHOPLIFT UNDER $500
9/28/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,PUBLIC ORDER-TRESPASSING
9/28/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
9/28/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
9/28/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/28/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
9/28/2019,"LARCENY-ALL OTHER $500 - $24,999"
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LARCENY-SHOPLIFT UNDER $500
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LARCENY-MTR VEH PARTS UNDER $500
9/28/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
9/28/2019,LARCENY-BICYCLES UNDER $500
9/28/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
9/28/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
9/28/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,"LARCENY-FROM BUILDING $500 - $24,999"
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,DRUGS-POSSESSION/COCAINE
9/28/2019,DRUGS-POSSESSION/METHAMPHETAMINE
9/28/2019,LARCENY-MTR VEH PARTS UNDER $500
9/28/2019,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED
9/28/2019,LARCENY-MTR VEH PARTS UNDER $500
9/28/2019,LARCENY-FROM BUILDING UNDER $500
9/28/2019,SEX OFFNS-SX ABUSE/1ST/NO CONSNT/VIC<12
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LARCENY-ALL OTHER UNDER $500
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT
9/28/2019,LOITERING-BEGGING
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LARCENY-FROM MTR VEH UNDER $500
9/28/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
9/28/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE
9/28/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LARCENY-FROM MTR VEH UNDER $500
9/28/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC
9/28/2019,LEAVING SCENE OF ACCIDENT
9/28/2019,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE
9/28/2019,LARCENY-ALL OTHER UNDER $500
9/28/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,LARCENY-FROM MTR VEH UNDER $500
9/29/2019,LARCENY-FROM MTR VEH UNDER $500
9/29/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
9/29/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
9/29/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,LARCENY-FROM MTR VEH UNDER $500
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/29/2019,PUBLIC ORDER-TRESPASSING
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
9/29/2019,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
9/29/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
9/29/2019,PUBLIC ORDER-TRESPASSING
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,LOITERING-BEGGING
9/29/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
9/29/2019,BURGLARY-BUSINESS/NIT/UNLAW ENT/UNOCCUPIED
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/29/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED
9/29/2019,AUTO THEFT-PERM RETNT/JOY RIDE
9/29/2019,"LARCENY-FROM BUILDING $500 - $24,999"
9/29/2019,LARCENY-MTR VEH PARTS UNDER $500
9/29/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/29/2019,LARCENY-FROM MTR VEH UNDER $500
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/29/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/29/2019,PUBLIC ORDER-TRESPASSING
9/29/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
9/29/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/29/2019,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC"
9/29/2019,LARCENY-ALL OTHER UNDER $500
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,LARCENY-SHOPLIFT UNDER $500
9/29/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/29/2019,LARCENY-ALL OTHER UNDER $500
9/29/2019,LARCENY-MTR VEH PARTS UNDER $500
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/29/2019,EMBEZZLEMENT-VALUE UNDER $150
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY
9/29/2019,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE
9/29/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/29/2019,"LARCENY-ALL OTHER $500 - $24,999"
9/29/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
9/29/2019,AUTO THEFT-PERM RETNT/JOY RIDE
9/29/2019,LARCENY-FROM MTR VEH UNDER $500
9/29/2019,"LARCENY-ALL OTHER $500 - $24,999"
9/29/2019,LARCENY-FROM BUILDING UNDER $500
9/29/2019,LOITERING-BEGGING
9/29/2019,SEX OFFNS-EXPOSURE/EXPOSING PERSON
9/29/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/29/2019,LOITERING-BEGGING
9/29/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/29/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
9/29/2019,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48
9/29/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/29/2019,LARCENY-FROM MTR VEH UNDER $500
9/29/2019,LARCENY-FROM MTR VEH UNDER $500
9/29/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,LARCENY-MTR VEH PARTS UNDER $500
9/29/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
9/29/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,LARCENY-FROM MTR VEH UNDER $500
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/29/2019,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC"
9/29/2019,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED
9/29/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
9/29/2019,AUTO THEFT-PERM RETNT/ATTEMPT
9/29/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/29/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/29/2019,"LARCENY-ALL OTHER $500 - $24,999"
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS
9/29/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/29/2019,DRUGS-POSSESSION/MARIJUANA
9/29/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/29/2019,LARCENY-FROM MTR VEH UNDER $500
9/29/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/29/2019,LARCENY-ALL OTHER UNDER $500
9/29/2019,"LARCENY-ALL OTHER $500 - $24,999"
9/29/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/29/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/29/2019,LEAVING SCENE OF ACCIDENT
9/29/2019,LARCENY-MTR VEH PARTS UNDER $500
9/29/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
9/30/2016,"LARCENY-FROM BUILDING $500 - $24,999"
9/30/2019,PUBLIC ORDER-TRESPASSING
9/30/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/30/2019,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED
9/30/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
9/30/2019,LARCENY-FROM MTR VEH UNDER $500
9/30/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
9/30/2019,DRUGS-POSSESSION/METHAMPHETAMINE
9/30/2019,"LARCENY-FROM BUILDING $500 - $24,999"
9/30/2019,DRUGS-POSSESSION/MARIJUANA
9/30/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/30/2019,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48
9/30/2019,DRUGS-POSSESSION/MARIJUANA
9/30/2019,FAILURE TO RETURN BORROWED/RENTED VEHICL
9/30/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
9/30/2019,LEAVING SCENE OF ACCIDENT
9/30/2019,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED
9/30/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/30/2019,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION
9/30/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
9/30/2019,LEAVING SCENE OF ACCIDENT
9/30/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
9/30/2019,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT
9/30/2019,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC
9/30/2019,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE
9/30/2019,PUBLIC ORDER-TRESPASSING
9/30/2019,LEAVING SCENE OF ACCIDENT
9/30/2019,LEAVING SCENE OF ACCIDENT
9/30/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED
9/30/2019,LARCENY-FROM MTR VEH UNDER $500
9/30/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED
9/30/2019,DRUGS-POSSESSION/MARIJUANA
9/30/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/30/2019,SEX OFFNS-SX MISCONDUCT/SECOND
9/30/2019,STLG BY DECEIT/IDENTITY THEFT REPORT
9/30/2019,LOITERING-BEGGING
9/30/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
9/30/2019,"LARCENY-ALL OTHER $500 - $24,999"
9/30/2019,LOITERING-BEGGING
9/30/2019,DRUGS-POSSESSION/METHAMPHETAMINE
9/30/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
9/30/2019,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC"
9/30/2019,LARCENY-ALL OTHER UNDER $500
9/30/2019,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS
9/30/2019,LEAVING SCENE OF ACCIDENT
9/30/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/30/2019,LEAVING SCENE OF ACCIDENT
9/30/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
9/30/2019,DRUGS-POSSESSION/MARIJUANA
9/30/2019,PUBLIC ORDER-TRESPASSING
9/30/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
9/30/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
9/30/2019,SEX OFFNS-EXPOSURE/EXPOSING PERSON
9/30/2019,DRUGS-POSSESSION/HEROIN
9/30/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
9/30/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
9/30/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
9/30/2019,"LARCENY-ALL OTHER $500 - $24,999"
9/30/2019,ARSON-2ND DEGREE/SUCCESS
9/30/2019,LARCENY-MTR VEH PARTS UNDER $500
9/30/2019,LEAVING SCENE OF ACCIDENT
9/30/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
9/30/2019,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48
9/30/2019,PUBLIC ORDER-TRESPASSING
9/30/2019,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC
9/30/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/30/2019,LEAVING SCENE OF ACCIDENT
9/30/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
9/30/2019,LARCENY-FROM MTR VEH UNDER $500
9/30/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED
9/30/2019,HEALTH-SANITATION VIOL
9/30/2019,LEAVING SCENE OF ACCIDENT
9/30/2019,LARCENY-SHOPLIFT UNDER $500
9/30/2019,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED
9/30/2019,AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE
9/30/2019,LOITERING-BEGGING
9/30/2019,FORGERY
9/30/2019,LARCENY-MTR VEH PARTS UNDER $500
9/30/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
9/30/2019,LOITERING-BEGGING
9/30/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/30/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
9/30/2019,SEX OFFNS-EXPOSURE/EXPOSING PERSON
9/30/2019,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC
9/30/2019,SIMPLE ASSAULT-ADULT/NO INJURY
9/30/2019,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT
9/30/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
9/30/2019,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48
9/30/2019,LEAVING SCENE OF ACCIDENT
9/30/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
9/30/2019,LARCENY-SHOPLIFT UNDER $500
9/30/2019,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION
9/30/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
10/1/2011,STLG BY DECEIT/IDENTITY THEFT REPORT
10/1/2018,STLG BY DECEIT/IDENTITY THEFT REPORT
11/27/2018,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
12/1/2017,EMBEZZLEMENT-VALUE OVER $150
12/2/2018,STLG BY DECEIT/IDENTITY THEFT REPORT
12/10/2018,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
12/11/2018,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC
12/20/2018,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT
12/23/2015,STLG BY DECEIT/IDENTITY THEFT REPORT
12/27/2018,"STALKING (HARASSMENT ONLY, NO THREAT)"
12/28/2017,LARCENY-MTR VEH PARTS UNDER $500
1/1/2016,RAPE -- FORCIBLE
1/1/2017,LARCENY-ALL OTHER UNDER $500
1/1/2019,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC"
1/1/2019,STLG BY DECEIT/IDENTITY THEFT REPORT
1/16/2019,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150
1/18/2019,"LARCENY-FROM BUILDING $500 - $24,999"
2/1/2019,"LARCENY-FROM BUILDING $500 - $24,999"
2/5/2019,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC
2/11/2018,RAPE -- FORCIBLE
3/16/2019,FRAUD-CREDIT DEVICE/UNDER $150
4/1/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
4/1/2019,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED
4/1/2019,SIMPLE ASSAULT-ADULT/NO INJURY
4/1/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
4/2/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
4/7/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
